,Title,Country,Location,Year,Total_Floors,Apart_Floors,Apart_Rooms,Total_Area,Price,Continent,C-Code,Price_category,Time_Period
6616,"3 room apartment 150 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Mersin, Turkey",2024,15,4,3,150,110867.0,Europe,5,Middle price,2010on
6621,"1 room apartment 48 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Alanya, Turkey",2024,5,3,2,48,155934.0,Europe,5,Middle price,2010on
6622,"3 room apartment 181 m² in Bulak, Turkey",Turkey,"Bulak, Black Sea Region, Turkey",2021,3,2,4,181,151083.0,Europe,5,Middle price,2010on
6623,"3 room apartment 105 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024,16,9,3,105,128258.0,Europe,5,Middle price,2010on
6625,"3 room apartment 148 m² in Bueyuekkumla, Turkey",Turkey,"Bueyuekkumla, Marmara Region, Gemlik, Turkey",2022,4,1,4,148,163039.0,Europe,5,Middle price,2010on
6630,"3 room apartment 130 m² in Marmara Region, Turkey",Turkey,"Marmara Region, Turkey",2022,12,3,4,130,201082.0,Europe,5,Middle price,2010on
6633,"3 room apartment 100 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024,16,7,3,100,126084.0,Europe,5,Middle price,2010on
6640,"4 room apartment 150 m² in Ciplakli, Turkey",Turkey,"Ciplakli, Mediterranean Region, Alanya, Turkey",2023,7,6,4,150,141627.0,Europe,5,Middle price,2010on
6644,"1 room apartment 50 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Alanya, Turkey",2023,12,4,2,50,140472.0,Europe,5,Middle price,2010on
6652,"2 room apartment 91 m² in Antalya, Turkey",Turkey,"Mediterranean Region, Antalya, Turkey",2023,4,1,3,91,146967.0,Europe,5,Middle price,2010on
6657,"3 room apartment 145 m² in Mediterranean Region, Turkey",Turkey,"Mediterranean Region, Turkey",2021,4,3,4,145,198908.0,Europe,5,Middle price,2010on
6661,"2 room apartment 110 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",2007,7,6,3,110,174995.0,Europe,5,Middle price,2000-2010
6665,"1 room apartment 62 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Alanya, Turkey",2024,6,1,2,62,147008.0,Europe,5,Middle price,2010on
6669,"2 room apartment 58 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2024,9,1,2,58,149996.0,Europe,5,Middle price,2010on
6670,"1 room apartment 64 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Alanya, Turkey",2024,14,8,2,64,158557.0,Europe,5,Middle price,2010on
6673,"1 room apartment 50 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Alanya, Turkey",2023,4,4,2,50,117000.0,Europe,5,Middle price,2010on
6675,"2 room apartment 110 m² in Mahmutlar, Turkey",Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",2009,5,1,3,110,127171.0,Europe,5,Middle price,2000-2010
6677,"1 room apartment 50 m² in Antalya, Turkey",Turkey,"Mediterranean Region, Antalya, Turkey",2024,3,2,2,50,133692.0,Europe,5,Middle price,2010on
6680,"3 room apartment 148 m² in Osmangazi, Turkey",Turkey,"Osmangazi, Marmara Region, Turkey",2023,13,2,4,148,134779.0,Europe,5,Middle price,2010on
6682,"2 room apartment 56 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2024,9,1,2,56,149996.0,Europe,5,Middle price,2010on
6684,"4 room apartment 150 m² in Yaylali, Turkey",Turkey,"Yaylali, Mediterranean Region, Alanya, Turkey",2023,5,4,4,150,173909.0,Europe,5,Middle price,2010on
6687,"2 room apartment 100 m² in Antalya, Turkey",Turkey,"Mediterranean Region, Antalya, Turkey",2021,4,2,3,100,201082.0,Europe,5,Middle price,2010on
6689,"1 room apartment 59 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2024,5,1,2,59,208366.0,Europe,5,Middle price,2010on
6693,"Penthouse 4 bedrooms 220 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",2014,4,4,4,220,234124.0,Europe,5,Middle price,2010on
6696,"3 room apartment 130 m² in Akarca, Turkey",Turkey,"Akarca, Central Anatolia Region, Turkey",2022,4,1,4,130,245646.0,Europe,5,Middle price,2010on
6703,"1 room apartment 70 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Alanya, Turkey",2024,4,2,2,70,207369.0,Europe,5,Middle price,2010on
6706,"3 room apartment 105 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024,16,14,3,105,133692.0,Europe,5,Middle price,2010on
6713,"2 room apartment 95 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Mersin, Turkey",2023,14,2,3,95,95000.0,Europe,5,Low price,2010on
6716,"2 room apartment 80 m² in Muratpasa, Turkey",Turkey,"Muratpasa, Mediterranean Region, Turkey",2015,7,1,3,80,130431.0,Europe,5,Middle price,2010on
6721,"1 room apartment 55 m² in Yaylali, Turkey",Turkey,"Yaylali, Mediterranean Region, Alanya, Turkey",2022,12,3,2,55,177597.0,Europe,5,Middle price,2010on
6731,"1 room apartment 50 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Alanya, Turkey",2019,10,2,1,50,128736.0,Europe,5,Middle price,2010on
6733,"4 room apartment 115 m² in Gazipasa, Turkey",Turkey,"Mediterranean Region, Gazipasa, Turkey",2023,4,3,4,115,100541.0,Europe,5,Middle price,2010on
6741,"2 room apartment 90 m² in Gazipasa, Turkey",Turkey,"Mediterranean Region, Gazipasa, Turkey",2023,5,1,3,90,109455.0,Europe,5,Middle price,2010on
6747,"1 room apartment 48 m² in Demirtas, Turkey",Turkey,"Demirtas, Mediterranean Region, Alanya, Turkey",2023,7,1,2,48,114369.0,Europe,5,Middle price,2010on
6748,"3 room apartment 74 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2024,9,5,3,74,228255.0,Europe,5,Middle price,2010on
6752,"3 room apartment 115 m² in Yesiloez, Turkey",Turkey,"Yesiloez, Mediterranean Region, Alanya, Turkey",2023,9,8,3,115,238037.0,Europe,5,Middle price,2010on
6757,"3 room apartment 118 m² in Mudanya, Turkey",Turkey,"Mudanya, Marmara Region, Bursa, Turkey",2020,6,1,4,118,147822.0,Europe,5,Middle price,2010on
6762,"3 room apartment 100 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024,16,15,3,100,129344.0,Europe,5,Middle price,2010on
6765,"1 room apartment 64 m² in Antalya, Turkey",Turkey,"Mediterranean Region, Antalya, Turkey",2023,8,1,2,64,134170.0,Europe,5,Middle price,2010on
6766,"5 room apartment 210 m² in Yesiloez, Turkey",Turkey,"Yesiloez, Mediterranean Region, Alanya, Turkey",2023,7,3,5,210,149453.0,Europe,5,Middle price,2010on
6774,"1 room apartment 52 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Alanya, Turkey",2023,4,2,1,52,118896.0,Europe,5,Middle price,2010on
6781,"2 room apartment 90 m² in Bozyer, Turkey",Turkey,"Bozyer, Aegean Region, Turkey",2023,3,1,3,90,227168.0,Europe,5,Middle price,2010on
6785,"4 room apartment 160 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024,16,3,4,160,247820.0,Europe,5,Middle price,2010on
6786,"2 room apartment 125 m² in Mahmutlar, Turkey",Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",2006,12,3,3,125,194560.0,Europe,5,Middle price,2000-2010
6788,"1 room apartment 44 m² in Turkey, Turkey",Turkey,Turkey,2023,7,1,2,44,108326.0,Europe,5,Middle price,2010on
6791,"2 room apartment 120 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024,13,7,2,120,140214.0,Europe,5,Middle price,2010on
6792,"2 room apartment 100 m² in Beylikduezue, Turkey",Turkey,"Beylikduezue, Marmara Region, Turkey",2018,3,2,2,100,130000.0,Europe,5,Middle price,2010on
6794,"3 room apartment 170 m² in Kozluca, Turkey",Turkey,"Kozluca, Marmara Region, Inegoel, Turkey",2023,7,1,4,170,155431.0,Europe,5,Middle price,2010on
6796,"Penthouse 2 bedrooms 105 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2024,2,1,3,105,261713.0,Europe,5,Middle price,2010on
6797,"2 room apartment 120 m² in Osmangazi, Turkey",Turkey,"Osmangazi, Marmara Region, Turkey",2023,13,10,3,120,136953.0,Europe,5,Middle price,2010on
6799,"Condo 2 bedrooms 110 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Alanya, Turkey",2017,5,2,2,110,118768.0,Europe,5,Middle price,2010on
6801,"2 room apartment 57 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2024,9,6,2,57,165213.0,Europe,5,Middle price,2010on
6802,"2 room apartment 60 m² in Mahmutlar, Turkey",Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",2022,11,1,3,60,181517.0,Europe,5,Middle price,2010on
6806,"3 room apartment 130 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",2020,5,1,1,130,229064.0,Europe,5,Middle price,2010on
6807,"Penthouse 4 bedrooms 145 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",2023,4,3,5,145,271732.0,Europe,5,Middle price,2010on
6810,"3 room apartment 98 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2023,10,4,3,98,271732.0,Europe,5,Middle price,2010on
6813,"4 room apartment 151 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2024,9,8,4,151,298905.0,Europe,5,Middle price,2010on
6817,"2 room Studio apartment 110 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Alanya, Turkey",2022,5,3,3,110,233356.0,Europe,5,Middle price,2010on
6818,"1 room apartment 53 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2024,10,1,2,53,225966.0,Europe,5,Middle price,2010on
6826,"3 room apartment 100 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024,16,2,3,100,118475.0,Europe,5,Middle price,2010on
6827,"1 room apartment 50 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2020,6,2,2,50,117388.0,Europe,5,Middle price,2010on
6834,"2 room apartment 75 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024,16,13,2,75,136953.0,Europe,5,Middle price,2010on
6839,"2 room apartment 100 m² in Niluefer, Turkey",Turkey,"Marmara Region, Besevler Mahallesi, Niluefer, Turkey",2022,13,4,3,100,247820.0,Europe,5,Middle price,2010on
6842,"3 room apartment 140 m² in Yalci, Turkey",Turkey,"Yalci, Mediterranean Region, Alanya, Turkey",2012,4,1,4,140,286949.0,Europe,5,Middle price,2010on
6845,"2 room apartment 135 m² in Marmara Region, Turkey",Turkey,"Marmara Region, Turkey",2023,4,2,3,135,240000.0,Europe,5,Middle price,2010on
6847,"1 room apartment 62 m² in Marmara Region, Turkey",Turkey,"Marmara Region, Turkey",2020,28,2,2,62,130431.0,Europe,5,Middle price,2010on
6848,"4 room apartment 240 m² in Aksakli, Turkey",Turkey,"Aksakli, Black Sea Region, Besikduezue, Turkey",1999,7,6,5,240,151083.0,Europe,5,Middle price,1950-2000
6852,"1 room apartment 55 m² in Mahmutlar, Turkey",Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",2023,5,1,2,55,149453.0,Europe,5,Middle price,2010on
6854,"2 room apartment 100 m² in Cinarcik, Turkey",Turkey,"Cinarcik, Marmara Region, Bursa, Turkey",2023,7,2,3,100,148909.0,Europe,5,Middle price,2010on
6857,"1 room apartment 81 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Alanya, Turkey",2024,7,2,2,81,174717.0,Europe,5,Middle price,2010on
6861,"2 room apartment 80 m² in Ciplakli, Turkey",Turkey,"Ciplakli, Mediterranean Region, Alanya, Turkey",2023,5,1,3,80,135866.0,Europe,5,Middle price,2010on
6866,"3 room apartment 145 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",2022,4,2,4,145,322818.0,Europe,5,Middle price,2010on
6867,"4 room apartment 160 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024,16,11,4,160,273906.0,Europe,5,Middle price,2010on
6868,"4 room apartment 150 m² in Ciplakli, Turkey",Turkey,"Ciplakli, Mediterranean Region, Alanya, Turkey",2023,7,6,4,150,283253.0,Europe,5,Middle price,2010on
6871,"2 room apartment 130 m² in Avsallar, Turkey",Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",2023,10,8,3,130,228255.0,Europe,5,Middle price,2010on
6876,"2 room apartment 90 m² in Bahtili, Turkey",Turkey,"Bahtili, Mediterranean Region, Antalya, Turkey",2015,4,1,3,90,236950.0,Europe,5,Middle price,2010on
6877,"2 room apartment 110 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2018,5,3,3,110,161952.0,Europe,5,Middle price,2010on
6880,"2 room apartment 111 m² in Avsallar, Turkey",Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",2023,5,5,3,111,145000.0,Europe,5,Middle price,2010on
6887,"3 room apartment 140 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024,12,6,4,140,152170.0,Europe,5,Middle price,2010on
6892,"1 room apartment 60 m² in Akarca, Turkey",Turkey,"Akarca, Central Anatolia Region, Turkey",2022,5,1,2,60,281514.0,Europe,5,Middle price,2010on
6896,"3 room apartment 145 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",2022,4,2,4,145,239124.0,Europe,5,Middle price,2010on
6902,"2 room apartment 90 m² in Bahtili, Turkey",Turkey,"Bahtili, Mediterranean Region, Antalya, Turkey",2015,4,2,3,90,236950.0,Europe,5,Middle price,2010on
6904,"5 room apartment 225 m² in Gazipasa, Turkey",Turkey,"Mediterranean Region, Gazipasa, Turkey",2023,5,4,5,225,240755.0,Europe,5,Middle price,2010on
6906,"3 room apartment 105 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024,16,7,3,105,124997.0,Europe,5,Middle price,2010on
6909,"3 room apartment 80 m² in Avsallar, Turkey",Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",2023,5,4,3,80,155974.0,Europe,5,Middle price,2010on
6910,"2 room apartment 75 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024,16,4,2,75,120649.0,Europe,5,Middle price,2010on
6911,"5 room apartment 165 m² in Avsallar, Turkey",Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",2023,4,3,5,165,122279.0,Europe,5,Middle price,2010on
6918,"3 room apartment 105 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024,16,4,3,105,122823.0,Europe,5,Middle price,2010on
6923,"2 room apartment 100 m² in Turkey, Turkey",Turkey,Turkey,2022,5,2,3,100,227522.0,Europe,5,Middle price,2010on
6927,"1 room apartment 55 m² in Yalci, Turkey",Turkey,"Yalci, Mediterranean Region, Alanya, Turkey",2020,4,3,2,55,257059.0,Europe,5,Middle price,2010on
6929,"1 room apartment 55 m² in Akarca, Turkey",Turkey,"Akarca, Central Anatolia Region, Turkey",2022,4,3,2,55,203256.0,Europe,5,Middle price,2010on
6935,"1 room apartment 70 m² in Marmara Region, Turkey",Turkey,"Marmara Region, Turkey",2023,14,8,2,70,143475.0,Europe,5,Middle price,2010on
6936,"1 room apartment 49 m² in Avsallar, Turkey",Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",2022,9,5,1,49,131978.0,Europe,5,Middle price,2010on
6938,"1 room apartment 55 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",2023,5,1,2,55,129344.0,Europe,5,Middle price,2010on
6939,"2 room apartment 85 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Alanya, Turkey",2023,4,4,3,85,143000.0,Europe,5,Middle price,2010on
6941,"1 room apartment 65 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2024,8,4,2,65,144633.0,Europe,5,Middle price,2010on
6942,"1 room apartment 66 m² in Doesemealti, Turkey",Turkey,"Doesemealti, Mediterranean Region, Turkey",2024,5,1,2,66,144045.0,Europe,5,Middle price,2010on
6948,"1 room apartment 80 m² in Marmara Region, Turkey",Turkey,"Marmara Region, Turkey",2022,20,5,1,80,250000.0,Europe,5,Middle price,2010on
6950,"2 room apartment 50 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2024,9,4,2,50,166300.0,Europe,5,Middle price,2010on
6951,"3 room apartment 145 m² in Fatih, Turkey",Turkey,"Fatih, Marmara Region, Turkey",1990,10,4,4,145,179343.0,Europe,5,Middle price,1950-2000
6956,"3 room apartment 69 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2024,5,1,3,69,201082.0,Europe,5,Middle price,2010on
6957,"2 room apartment 130 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2015,12,8,3,130,179343.0,Europe,5,Middle price,2010on
6961,"3 room apartment 71 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2024,9,4,3,71,208690.0,Europe,5,Middle price,2010on
6963,"2 room apartment 135 m² in Koyunlar, Turkey",Turkey,"Koyunlar, Mediterranean Region, Antalya, Turkey",2002,4,1,3,135,160865.0,Europe,5,Middle price,2000-2010
6967,"2 room apartment 95 m² in Istasyon Mahallesi, Turkey",Turkey,"Marmara Region, Istasyon Mahallesi, Turkey",2023,6,1,3,95,132605.0,Europe,5,Middle price,2010on
6975,"2 room apartment 105 m² in Mediterranean Region, Turkey",Turkey,"Mediterranean Region, Turkey",2017,4,2,3,105,111505.0,Europe,5,Middle price,2010on
6981,"4 room apartment 230 m² in Mezitli, Turkey",Turkey,"Mediterranean Region, Mezitli, Turkey",2023,20,19,1,230,251000.0,Europe,5,Middle price,2010on
6984,"2 room apartment 130 m² in Mahmutlar, Turkey",Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",2020,11,5,3,130,286949.0,Europe,5,Middle price,2010on
6985,"Penthouse 2 bedrooms 120 m² in Avsallar, Turkey",Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",2023,9,8,3,120,215212.0,Europe,5,Middle price,2010on
6989,"3 room apartment 124 m² in Gazipasa, Turkey",Turkey,"Mediterranean Region, Gazipasa, Turkey",2023,8,7,3,124,206516.0,Europe,5,Middle price,2010on
6992,"1 room apartment 50 m² in Mahmutlar, Turkey",Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",2024,9,5,2,50,149453.0,Europe,5,Middle price,2010on
6995,"2 room apartment 57 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2024,9,4,2,57,157605.0,Europe,5,Middle price,2010on
6998,"2 room apartment 135 m² in Mahmutlar, Turkey",Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",2016,10,1,3,135,151083.0,Europe,5,Middle price,2010on
7004,"2 room apartment 120 m² in Mahmutlar, Turkey",Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",2017,8,7,3,120,177169.0,Europe,5,Middle price,2010on
7010,"1 room apartment 65 m² in Mahmutlar, Turkey",Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",2019,12,9,2,65,272819.0,Europe,5,Middle price,2010on
7018,"1 room apartment 62 m² in Marmara Region, Turkey",Turkey,"Marmara Region, Turkey",2024,15,7,2,62,180430.0,Europe,5,Middle price,2010on
7021,"3 room apartment 75 m² in Ciplakli, Turkey",Turkey,"Ciplakli, Mediterranean Region, Alanya, Turkey",2023,5,2,3,75,217386.0,Europe,5,Middle price,2010on
7027,"5 room apartment 201 m² in Yesiloez, Turkey",Turkey,"Yesiloez, Mediterranean Region, Alanya, Turkey",2023,7,6,5,201,149453.0,Europe,5,Middle price,2010on
7044,"2 room apartment 90 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Alanya, Turkey",2019,4,1,3,90,191739.0,Europe,5,Middle price,2010on
7053,"3 room apartment 120 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024,13,12,3,120,157061.0,Europe,5,Middle price,2010on
7054,"2 room apartment 100 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",2021,5,2,3,100,167387.0,Europe,5,Middle price,2010on
7059,"1 room apartment 75 m² in Istanbul, Turkey",Turkey,"Marmara Region, Istanbul, Turkey",2022,5,3,1,75,128736.0,Europe,5,Middle price,2010on
7077,"1 room apartment 51 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Alanya, Turkey",2024,4,1,2,51,204955.0,Europe,5,Middle price,2010on
7081,"2 room apartment 100 m² in Gazipasa, Turkey",Turkey,"Mediterranean Region, Gazipasa, Turkey",2023,10,10,3,100,178467.0,Europe,5,Middle price,2010on
7082,"2 room apartment 57 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2024,9,1,2,57,149996.0,Europe,5,Middle price,2010on
7084,"1 room apartment 65 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2018,12,3,2,65,149996.0,Europe,5,Middle price,2010on
7090,"4 room apartment 126 m² in Avsallar, Turkey",Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",2023,7,6,4,126,176082.0,Europe,5,Middle price,2010on
7094,"1 room apartment 50 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2015,5,4,2,50,204343.0,Europe,5,Middle price,2010on
