,title,country,location,building_construction_year,building_total_floors,apartment_floor,apartment_rooms,apartment_total_area,price_in_USD,Continent
57503,"4 room apartment 84 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,16.0,5.0,4.0,84.0,203176.0,Asia
57504,"2 room apartment 48 m² in Moscow, Russia",Russia,"Central Federal District, Moscow, Central Administrative Okrug, Russia",2026,16.0,2.0,2.0,48.0,248455.0,Asia
57505,"2 room apartment 39 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,21.0,10.0,2.0,39.0,111162.0,Asia
57507,"3 room apartment 81 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,12.0,10.0,3.0,81.0,198637.0,Asia
57508,"5 room apartment 95 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,14.0,5.0,5.0,95.0,188764.0,Asia
57510,"1 room apartment 22 m² in Kommunarka, Russia",Russia,"Kommunarka, Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,18.0,18.0,1.0,22.0,81429.0,Asia
57511,"2 room apartment 52 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,14.0,4.0,2.0,52.0,123039.0,Asia
57512,"2 room apartment 51 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,14.0,10.0,2.0,51.0,126120.0,Asia
57514,"4 room apartment 80 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,16.0,7.0,4.0,80.0,200567.0,Asia
57515,"4 room apartment 91 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,18.0,2.0,4.0,91.0,200122.0,Asia
57516,"4 room apartment 72 m² in Kommunarka, Russia",Russia,"Kommunarka, Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,17.0,8.0,4.0,72.0,195340.0,Asia
57517,"2 room apartment 44 m² in Kommunarka, Russia",Russia,"Kommunarka, Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,12.0,5.0,2.0,44.0,132961.0,Asia
57518,"3 room apartment 63 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,9.0,9.0,3.0,63.0,135278.0,Asia
57519,"2 room apartment 41 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,15.0,15.0,2.0,41.0,116461.0,Asia
57521,"2 room apartment 57 m² in Moscow, Russia",Russia,"Central Federal District, Moscow, Central Administrative Okrug, Russia",2025,29.0,3.0,2.0,57.0,261388.0,Asia
57522,"2 room apartment 44 m² in Moscow, Russia",Russia,"Central Federal District, Moscow, Central Administrative Okrug, Russia",2025,30.0,11.0,2.0,44.0,118894.0,Asia
57524,"4 room apartment 66 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,24.0,21.0,4.0,66.0,149685.0,Asia
57526,"2 room apartment 51 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,16.0,15.0,2.0,51.0,149097.0,Asia
57527,"1 room apartment 21 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,14.0,11.0,1.0,21.0,74994.0,Asia
57529,"1 room apartment 30 m² in Kommunarka, Russia",Russia,"Kommunarka, Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,12.0,5.0,1.0,30.0,111379.0,Asia
57530,"4 room apartment 84 m² in Moscow, Russia",Russia,"Central Federal District, Moscow, Central Administrative Okrug, Russia",2025,30.0,9.0,4.0,84.0,182320.0,Asia
57531,"3 room apartment 64 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,16.0,8.0,3.0,64.0,178094.0,Asia
57536,"2 room apartment 54 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,10.0,5.0,2.0,54.0,129010.0,Asia
57537,"3 room apartment 70 m² in Moscow, Russia",Russia,"Central Federal District, Moscow, Central Administrative Okrug, Russia",2026,16.0,8.0,3.0,70.0,322934.0,Asia
57542,"2 room apartment 56 m² in Kommunarka, Russia",Russia,"Kommunarka, Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,15.0,4.0,2.0,56.0,154853.0,Asia
57543,"2 room apartment 53 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,19.0,16.0,2.0,53.0,134805.0,Asia
57546,"2 room apartment 50 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,16.0,12.0,2.0,50.0,119133.0,Asia
57547,"1 room apartment 35 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,16.0,8.0,1.0,35.0,101839.0,Asia
57549,"3 room apartment 76 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,15.0,6.0,3.0,76.0,160791.0,Asia
57550,"2 room apartment 67 m² in Moscow, Russia",Russia,"Central Federal District, Moscow, Central Administrative Okrug, Russia",2026,16.0,2.0,2.0,67.0,292169.0,Asia
57552,"2 room apartment 51 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,15.0,10.0,2.0,51.0,143961.0,Asia
57553,"2 room apartment 50 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,18.0,12.0,2.0,50.0,122213.0,Asia
57557,"2 room apartment 52 m² in Moscow, Russia",Russia,"Central Federal District, Moscow, Central Administrative Okrug, Russia",2025,30.0,12.0,2.0,52.0,135784.0,Asia
57558,"2 room apartment 49 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,18.0,16.0,2.0,49.0,128092.0,Asia
57562,"3 room apartment 64 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,15.0,8.0,3.0,64.0,149340.0,Asia
57563,"1 room apartment 36 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,18.0,15.0,1.0,36.0,105332.0,Asia
57564,"4 room apartment 94 m² in Kommunarka, Russia",Russia,"Kommunarka, Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,16.0,7.0,4.0,94.0,226434.0,Asia
57565,"4 room apartment 93 m² in Vsevolozhsk, Russia",Russia,"Northwestern Federal District, Vsevolozhsk, Vsevolozhsky District, Russia",2025,7.0,1.0,4.0,93.0,110062.0,Asia
57567,"4 room apartment 98 m² in Kommunarka, Russia",Russia,"Kommunarka, Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,16.0,5.0,4.0,98.0,240555.0,Asia
57568,"3 room apartment 62 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,16.0,16.0,3.0,62.0,134435.0,Asia
57569,"2 room apartment 59 m² in Kommunarka, Russia",Russia,"Kommunarka, Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,16.0,3.0,2.0,59.0,134632.0,Asia
57570,"4 room apartment 72 m² in Kommunarka, Russia",Russia,"Kommunarka, Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,17.0,10.0,4.0,72.0,197190.0,Asia
57571,"2 room apartment 90 m² in Moscow, Russia",Russia,"Central Federal District, Moscow, Central Administrative Okrug, Russia",2025,22.0,22.0,3.0,90.0,481554.0,Asia
57574,"4 room apartment 81 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,16.0,7.0,4.0,81.0,201644.0,Asia
57577,"1 room apartment 30 m² in Kommunarka, Russia",Russia,"Kommunarka, Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,12.0,12.0,1.0,30.0,113818.0,Asia
57578,"2 room apartment 56 m² in Kommunarka, Russia",Russia,"Kommunarka, Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,16.0,3.0,2.0,56.0,131051.0,Asia
57579,"1 room apartment 38 m² in Kommunarka, Russia",Russia,"Kommunarka, Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,18.0,4.0,1.0,38.0,117170.0,Asia
57583,"4 room apartment 99 m² in Kommunarka, Russia",Russia,"Kommunarka, Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,16.0,4.0,4.0,99.0,239720.0,Asia
57585,"3 room apartment 64 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,15.0,12.0,3.0,64.0,151769.0,Asia
57587,"4 room apartment 84 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,16.0,10.0,4.0,84.0,222813.0,Asia
57589,"3 room apartment 76 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,15.0,15.0,3.0,76.0,164961.0,Asia
57590,"2 room apartment 41 m² in Kommunarka, Russia",Russia,"Kommunarka, Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,17.0,16.0,2.0,41.0,117867.0,Asia
57591,"2 room apartment 51 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,16.0,11.0,2.0,51.0,155758.0,Asia
57593,"3 room apartment 70 m² in Moscow, Russia",Russia,"Central Federal District, Moscow, Central Administrative Okrug, Russia",2026,16.0,14.0,3.0,70.0,338999.0,Asia
57595,"2 room apartment 44 m² in Moscow, Russia",Russia,"Central Federal District, Moscow, Central Administrative Okrug, Russia",2025,30.0,16.0,2.0,44.0,122515.0,Asia
57596,"4 room apartment 113 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,21.0,13.0,4.0,113.0,235334.0,Asia
57601,"4 room apartment 92 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,21.0,19.0,4.0,92.0,223567.0,Asia
57606,"3 room apartment 78 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,16.0,6.0,3.0,78.0,173642.0,Asia
57608,"2 room apartment 37 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,18.0,18.0,2.0,37.0,141260.0,Asia
57609,"3 room apartment 70 m² in Moscow, Russia",Russia,"Central Federal District, Moscow, Central Administrative Okrug, Russia",2026,16.0,6.0,3.0,70.0,320130.0,Asia
57610,"2 room apartment 57 m² in Moscow, Russia",Russia,"Central Federal District, Moscow, Central Administrative Okrug, Russia",2026,16.0,15.0,2.0,57.0,296217.0,Asia
57612,"2 room apartment 45 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,18.0,3.0,2.0,45.0,130520.0,Asia
57614,"2 room apartment 41 m² in Kommunarka, Russia",Russia,"Kommunarka, Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,18.0,18.0,2.0,41.0,122718.0,Asia
57615,"3 room apartment 73 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,19.0,8.0,3.0,73.0,152991.0,Asia
57616,"2 room apartment 57 m² in Moscow, Russia",Russia,"Central Federal District, Moscow, Central Administrative Okrug, Russia",2026,16.0,12.0,2.0,57.0,292128.0,Asia
57617,"3 room apartment 70 m² in Moscow, Russia",Russia,"Central Federal District, Moscow, Central Administrative Okrug, Russia",2026,16.0,6.0,3.0,70.0,327469.0,Asia
57619,"4 room apartment 74 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,18.0,3.0,4.0,74.0,215088.0,Asia
57622,"4 room apartment 92 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,21.0,18.0,4.0,92.0,222582.0,Asia
57625,"4 room apartment 81 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,16.0,12.0,4.0,81.0,202908.0,Asia
57626,"2 room apartment 41 m² in Kommunarka, Russia",Russia,"Kommunarka, Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,12.0,7.0,2.0,41.0,140591.0,Asia
57628,"2 room apartment 49 m² in Kommunarka, Russia",Russia,"Kommunarka, Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,18.0,10.0,2.0,49.0,129199.0,Asia
57631,"1 room apartment 36 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,15.0,4.0,1.0,36.0,109997.0,Asia
57632,"4 room apartment 84 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,16.0,9.0,4.0,84.0,221858.0,Asia
57635,"3 room apartment 55 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,18.0,3.0,3.0,55.0,156111.0,Asia
57640,"2 room apartment 52 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,15.0,12.0,2.0,52.0,131903.0,Asia
57645,"2 room apartment 55 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,9.0,8.0,2.0,55.0,141302.0,Asia
57646,"2 room apartment 50 m² in Kommunarka, Russia",Russia,"Kommunarka, Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,16.0,5.0,2.0,50.0,133765.0,Asia
57648,"3 room apartment 75 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,16.0,6.0,3.0,75.0,164475.0,Asia
57653,"4 room apartment 88 m² in Kommunarka, Russia",Russia,"Kommunarka, Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,18.0,17.0,4.0,88.0,192866.0,Asia
57656,"3 room apartment 67 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,12.0,4.0,3.0,67.0,158821.0,Asia
57658,"2 room apartment 65 m² in Moscow, Russia",Russia,"Central Federal District, Moscow, Central Administrative Okrug, Russia",2026,16.0,8.0,2.0,65.0,317659.0,Asia
57660,"4 room apartment 79 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,21.0,15.0,4.0,79.0,187110.0,Asia
57662,"2 room apartment 50 m² in Kommunarka, Russia",Russia,"Kommunarka, Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,14.0,8.0,2.0,50.0,137947.0,Asia
57665,"2 room apartment 49 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,21.0,8.0,2.0,49.0,132113.0,Asia
57668,"4 room apartment 93 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,21.0,3.0,4.0,93.0,195672.0,Asia
57669,"3 room apartment 77 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,9.0,3.0,3.0,77.0,151324.0,Asia
57670,"3 room apartment 70 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,15.0,8.0,3.0,70.0,156078.0,Asia
57671,"2 room apartment 51 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,16.0,4.0,2.0,51.0,117073.0,Asia
57676,"3 room apartment 58 m² in Moscow, Russia",Russia,"Central Federal District, Moscow, Central Administrative Okrug, Russia",2025,30.0,27.0,3.0,58.0,147572.0,Asia
57677,"2 room apartment 59 m² in Kommunarka, Russia",Russia,"Kommunarka, Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,17.0,16.0,2.0,59.0,155801.0,Asia
57680,"3 room apartment 75 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,14.0,13.0,3.0,75.0,169613.0,Asia
57681,"3 room apartment 72 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,16.0,8.0,3.0,72.0,179898.0,Asia
57682,"3 room apartment 65 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,10.0,2.0,3.0,65.0,138388.0,Asia
57684,"4 room apartment 85 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2026,15.0,6.0,4.0,85.0,182369.0,Asia
57685,"2 room apartment 50 m² in poselenie Sosenskoe, Russia",Russia,"Central Federal District, poselenie Sosenskoe, Novomoskovsky Administrative Okrug, Russia",2025,9.0,7.0,2.0,50.0,133620.0,Asia
